"id","created","updated","investigation_id","five_why_id","flash_report_id","root_cause_detail_id","title","description","priority","date_due","supervisor_id","status","date_closed","is_historical","is_archived","archive_user_id","archive_datetime"
11165,2022-10-26 00:00:00.000 +0800,2022-10-26 00:00:00.000 +0800,72,,,,Bearings normally get replaced after the wheel hub; Historical BMS Id: AT-9999999_4088,Bearings normally get replaced after the wheel hub compartment reach critical levels of contamination. ,Medium,2022-10-26 00:00:00.000 +0800,8993,3,2022-10-26 00:00:00.000 +0800,1,false,,
12589,2022-10-26 00:00:00.000 +0800,2022-10-26 00:00:00.000 +0800,72,,,,The diameter of the bearing cup housing is too lar; Historical BMS Id: AT-9999999_4087,"The diameter of the bearing cup housing is too large. This makes the tolerance between the bearing cup and the hub housing too big, leading to lack of retention of the bearing cup that consequently spins inside the housing. This creates metal and contamination that affects other components such as the bearing rollers or spindle  that got pitted increasing the amount of metal in the wheel hub compartment.",Medium,2022-10-26 00:00:00.000 +0800,8993,3,2022-10-26 00:00:00.000 +0800,1,false,,
11453,2022-10-26 00:00:00.000 +0800,2022-10-26 00:00:00.000 +0800,72,,,,X alert for high Iron and PQI; Historical BMS Id: AT-9999999_4086,X alert for high Iron and PQI,Medium,2022-10-26 00:00:00.000 +0800,8993,3,2022-10-26 00:00:00.000 +0800,1,false,,
15467,2021-01-13 12:43:31.000 +0800,2022-09-21 11:24:48.907 +0800,1347,,,,Review critical hydraulic spares and adjust SAP as required; Historical Sharepoint CB Id: 508,Review critical hydraulic spares and adjust SAP as required,Medium,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15489,2021-10-18 02:41:29.000 +0800,2022-09-21 11:20:27.513 +0800,1384,,,,Review critical spares for hydraulic components - existing action; Historical Sharepoint CB Id: 672,Review critical spares for hydraulic components - existing action,Medium,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15488,2021-10-18 02:40:46.000 +0800,2022-09-21 11:20:13.592 +0800,1384,,,,Review / Implement maintenance strategies for train loader hydraulic valves; Historical Sharepoint CB Id: 671,Review / Implement maintenance strategies for train loader hydraulic valves,Medium,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15480,2021-06-11 06:29:09.000 +0800,2022-09-21 11:19:48.574 +0800,1368,,,,Adjust warehouse quantities for critical spares; Historical Sharepoint CB Id: 577,Adjust warehouse quantities for critical spares,Medium,2022-12-19 08:00:00.000 +0800,2206,1,,1,false,,
15493,2021-11-15 09:52:57.000 +0800,2022-09-21 11:10:01.994 +0800,1389,,,,RCA750 - Design end stops for the product splitter to be used during operation; Historical Sharepoint CB Id: 714,Design end stops for the product splitter to be used during operation,Medium,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15494,2021-11-15 09:54:20.000 +0800,2022-09-21 11:08:32.001 +0800,1389,,,,RCA750 - Review linear actuator design; Historical Sharepoint CB Id: 715,Review linear actuator design,Medium,2022-07-29 16:00:00.000 +0800,11150,3,2022-09-21 00:00:00.000 +0800,1,false,,
15491,2021-11-09 02:23:20.000 +0800,2022-09-21 09:32:23.440 +0800,1378,,,,Review conveyor transition lengths as apart of GTU upgrade project; Historical Sharepoint CB Id: 701,Review conveyor transition lengths as apart of GTU upgrade project,High,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15503,2022-04-05 04:24:54.000 +0800,2022-09-21 09:30:33.155 +0800,1389,,,,Check alignment of actuator installation is within OEM tolerance; Historical Sharepoint CB Id: 772,Check alignment of actuator installation is within OEM tolerance,Medium,2022-12-19 08:00:00.000 +0800,11150,1,,1,false,,
15487,2021-10-09 06:39:17.000 +0800,2022-09-21 09:29:54.262 +0800,1323,,,,Review BOM for all shuttle brakes to ensure correct part is catalogued; Historical Sharepoint CB Id: 667,Review BOM for all shuttle brakes to ensure correct part is catalogued,Medium,2022-12-19 08:00:00.000 +0800,540,1,,1,false,,
15502,2022-04-05 04:23:44.000 +0800,2022-09-15 05:52:28.234 +0800,1389,,,,Complete load study of splitter chute at actuator connection point; Historical Sharepoint CB Id: 771,Complete load study of splitter chute at actuator connection point,Medium,2022-10-30 08:00:00.000 +0800,540,1,,1,false,,
15481,2021-06-15 07:55:19.000 +0800,2022-09-15 05:32:34.037 +0800,1296,,,,Feed Spout liner package upgrade; Historical Sharepoint CB Id: 586,Feed Spout liner package upgrade,Medium,2022-11-30 08:00:00.000 +0800,540,1,,1,false,,
15501,2022-02-12 07:06:05.000 +0800,2022-09-15 05:31:14.160 +0800,1394,,,,Confirm with Metso (OEM) the correct clearance between pin / clevis and required nut torque; Historical Sharepoint CB Id: 759,Confirm with Metso (OEM) the correct clearance between pin / clevis and required nut torque,Medium,2022-10-30 08:00:00.000 +0800,540,1,,1,false,,
15505,2022-04-08 01:53:47.000 +0800,2022-09-15 05:30:25.206 +0800,1394,,,,Update PRT and Drawings based on feedback from Metso; Historical Sharepoint CB Id: 776,Update PRT and Drawings based on feedback from Metso,Low,2022-09-30 08:00:00.000 +0800,540,1,,1,false,,
10917,2018-12-27 00:00:00.000 +0800,2022-09-13 15:04:05.480 +0800,476,,,,"Installation of Intermediate Shaft, couplings and exciter beam bolts; Historical BMS Id: AT-9999999_745",.,Medium,2018-12-27 00:00:00.000 +0800,6957,3,2018-12-27 00:00:00.000 +0800,1,false,,
15675,2022-09-01 06:08:53.000 +0800,2022-09-01 06:08:53.000 +0800,1273,,,,Verify worn rail replacement is completed; Historical Sharepoint CC Id: 139,,Medium,2022-10-31 16:00:00.000 +0800,1577,3,2022-09-01 06:08:53.000 +0800,1,false,,
15673,2022-09-01 05:41:54.000 +0800,2022-09-01 05:41:54.000 +0800,1273,,,,Confirm correct pins in stock and ATI for stock levels; Historical Sharepoint CC Id: 139,,Medium,2022-08-30 16:00:00.000 +0800,1577,3,2022-09-01 05:41:54.000 +0800,1,false,,
15667,2022-05-31 16:00:00.000 +0800,2022-09-01 05:41:25.000 +0800,1276,,,,Ceradox impact panels 26W replacement planning; Historical Sharepoint CC Id: 142,,Medium,2022-08-30 16:00:00.000 +0800,1226,3,2022-05-31 16:00:00.000 +0800,1,false,,
15668,2022-05-31 16:00:00.000 +0800,2022-09-01 05:25:32.000 +0800,1276,,,,Plan immediate replacement of row 2 Ceradox panels; Historical Sharepoint CC Id: 142,,Medium,2022-08-30 16:00:00.000 +0800,1577,3,2022-05-31 16:00:00.000 +0800,1,false,,
15534,2022-08-10 08:02:37.762 +0800,2022-08-10 08:07:54.653 +0800,10471,,6,,Conduct RCA ,Conduct formal RCA ,High,2022-08-10 08:00:00.000 +0800,2686,3,2022-08-10 08:00:00.000 +0800,0,,,
15705,2022-07-12 01:23:57.000 +0800,2022-08-31 04:42:34.000 +0800,10544,,,,Supersede the existing item and upgrade with ceremic liners.; Historical Sharepoint Solomon Id 2547,,Low,2022-09-15 16:00:00.000 +0800,9502,3,2022-08-01 08:00:00.000 +0800,1,false,,
15745,2022-08-28 02:31:03.000 +0800,2022-08-31 03:48:21.000 +0800,10545,,,,Standardise all crusher cavity sensors across site (FT & KV); Historical Sharepoint Solomon Id 2587,,High,2022-11-29 16:00:00.000 +0800,8700,1,,1,false,,
15689,2022-06-20 05:21:09.000 +0800,2022-08-31 02:32:50.000 +0800,1017,,,,Add belt length to reel name plate; Historical Sharepoint Solomon Id 2531,,Medium,2022-08-30 16:00:00.000 +0800,9517,3,2022-08-01 08:00:00.000 +0800,1,false,,
15702,2022-06-29 08:28:06.000 +0800,2022-08-31 02:27:41.000 +0800,10541,,,,Incorporate PD testing in 52W maintenance; Historical Sharepoint Solomon Id 2544,,Medium,2022-09-29 16:00:00.000 +0800,9837,1,,1,false,,
15701,2022-06-29 08:27:04.000 +0800,2022-08-31 02:27:31.000 +0800,10541,,,,Add Visual inspection of motor sealing to 52W plan; Historical Sharepoint Solomon Id 2543,,Medium,2022-09-29 16:00:00.000 +0800,9837,1,,1,false,,
15700,2022-06-29 08:23:51.000 +0800,2022-08-31 02:27:22.000 +0800,10541,,,,RCA Shared learning with Electrical Team; Historical Sharepoint Solomon Id 2542,,Medium,2022-09-29 16:00:00.000 +0800,9837,1,,1,false,,
15679,2022-08-27 16:00:00.000 +0800,2022-08-30 09:11:14.000 +0800,10540,,,,Confirm new tails cut over date and shutdown work orders; Historical Sharepoint CC Id: 157,,Medium,2022-09-13 16:00:00.000 +0800,685,1,2022-08-27 16:00:00.000 +0800,1,false,,
15660,2022-06-23 16:00:00.000 +0800,2022-08-30 09:10:46.000 +0800,1280,,,,Set up a time-based replacement strategy; Historical Sharepoint CC Id: 146,,Medium,2022-10-27 16:00:00.000 +0800,950,1,2022-06-23 16:00:00.000 +0800,1,false,,
15718,2022-07-29 22:36:32.000 +0800,2022-08-29 23:54:39.000 +0800,10550,,,,Scope to upgrade brake resistor; Historical Sharepoint Solomon Id 2560,,High,2022-09-29 16:00:00.000 +0800,8700,1,,1,false,,
15475,2021-05-10 08:16:16.000 +0800,2022-08-29 11:07:19.722 +0800,1433,,,,Adjust pump gland water pressures to be in alignment with the IOM; Historical Sharepoint CB Id: 553,Adjust pump gland water pressures to be in alignment with the IOM,High,2022-08-26 16:00:00.000 +0800,13124,1,2022-08-25 08:00:00.000 +0800,1,false,,
15678,2022-08-23 16:00:00.000 +0800,2022-08-29 00:14:03.000 +0800,10540,,,,Implement Strategy to Manage Subsequent Failure; Historical Sharepoint CC Id: 157,,Medium,2022-08-30 16:00:00.000 +0800,685,1,2022-08-23 16:00:00.000 +0800,1,false,,
15662,2022-06-23 16:00:00.000 +0800,2022-08-28 23:34:03.000 +0800,1280,,,,Liase with the vendor to improve the service life of the GEHO pumps common discharge line reducer spool by upgrading the lining materials.; Historical Sharepoint CC Id: 146,,Medium,2022-11-24 16:00:00.000 +0800,950,1,2022-06-23 16:00:00.000 +0800,1,false,,
15744,2022-08-28 02:29:20.000 +0800,2022-08-28 02:29:20.000 +0800,10545,,,,Remove the Cavity Sensor Profibus logic from PLC logic; Historical Sharepoint Solomon Id 2586,,Medium,2022-08-14 16:00:00.000 +0800,13116,3,2022-08-01 08:00:00.000 +0800,1,false,,
15743,2022-08-28 02:28:10.000 +0800,2022-08-28 02:28:10.000 +0800,10545,,,,Control card to order; Historical Sharepoint Solomon Id 2585,,High,2022-07-02 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
15742,2022-08-28 02:25:43.000 +0800,2022-08-28 02:25:43.000 +0800,10545,,,,"Replaced Controller Unit, Cavity Level Sensor and mounting; Historical Sharepoint Solomon Id 2584",,High,2022-07-02 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
15876,2022-09-15 17:35:42.532 +0800,2022-10-04 09:59:02.062 +0800,10583,,67,,Repair Damaged cables,Repair or replace damaged cables during shutdown.,Medium,2023-03-20 08:00:00.000 +0800,9093,3,2022-10-04 08:00:00.000 +0800,0,false,,
15741,2022-08-28 02:14:40.000 +0800,2022-08-28 02:15:22.000 +0800,10557,,,,Establish WEG VSD Communitcation; Historical Sharepoint Solomon Id 2583,,High,2022-09-12 16:00:00.000 +0800,8700,1,,1,false,,
15740,2022-08-28 02:13:55.000 +0800,2022-08-28 02:13:55.000 +0800,10557,,,,Review VSD BOM; Historical Sharepoint Solomon Id 2582,,Medium,2022-09-12 16:00:00.000 +0800,217,3,2022-08-01 08:00:00.000 +0800,1,false,,
15893,2022-10-01 08:01:01.442 +0800,2022-10-04 15:01:10.514 +0800,10588,,71,,"DT5213 Pos 5 Wheel Stud Failure, RCA Investigation",Commence group RCA investigation into DT5213 position 5 wheel stud failure,Medium,2022-11-30 08:00:00.000 +0800,9841,1,,0,false,,
15739,2022-08-28 02:13:08.000 +0800,2022-08-28 02:13:08.000 +0800,10557,,,,Organise WEG VSD for Refurbishment; Historical Sharepoint Solomon Id 2581,,High,2022-08-15 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
15738,2022-08-28 02:12:05.000 +0800,2022-08-28 02:12:05.000 +0800,10557,,,,Replace WEG VSD Invertor; Historical Sharepoint Solomon Id 2580,,High,2022-08-21 16:00:00.000 +0800,13203,3,2022-08-01 08:00:00.000 +0800,1,false,,
15733,2022-08-26 06:39:33.000 +0800,2022-08-28 02:10:08.000 +0800,10552,,,,Recalibrate CV151 Belt Weightometer; Historical Sharepoint Solomon Id 2575,,High,2022-08-18 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
15737,2022-08-28 02:04:28.000 +0800,2022-08-28 02:08:41.000 +0800,10552,,,,Raise change request to replace the existing weightometer; Historical Sharepoint Solomon Id 2579,,High,2022-08-18 16:00:00.000 +0800,217,3,2022-08-01 08:00:00.000 +0800,1,false,,
15736,2022-08-28 02:03:09.000 +0800,2022-08-28 02:03:09.000 +0800,10552,,,,Addition to SCADA to switch between CV151 Weightometer and Power Base Mode Control; Historical Sharepoint Solomon Id 2578,,High,2022-08-18 16:00:00.000 +0800,13116,3,2022-08-01 08:00:00.000 +0800,1,false,,
15735,2022-08-28 01:56:30.000 +0800,2022-08-28 01:56:30.000 +0800,10552,,,,Develop power mode logic; Historical Sharepoint Solomon Id 2577,,High,2022-08-18 16:00:00.000 +0800,13116,3,2022-08-01 08:00:00.000 +0800,1,false,,
15734,2022-08-28 01:49:12.000 +0800,2022-08-28 01:49:12.000 +0800,10552,,,,Repaired CV151 Belt weightometer; Historical Sharepoint Solomon Id 2576,,High,2022-06-19 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
15490,2021-11-09 02:20:27.000 +0800,2022-08-26 15:19:53.710 +0800,1383,,,,Collaborate with Schenck to review the screen design and make upgrades to increase life; Historical Sharepoint CB Id: 698,Collaborate with Schenck to review the screen design and make upgrades to increase life,Medium,2022-07-14 16:00:00.000 +0800,540,1,,1,false,,
15858,2022-09-13 12:34:56.240 +0800,2022-10-06 10:00:34.199 +0800,10577,,61,,Review QA/QC Procedure for Electrical Shut Works,Review QA/QC Procedure for Electrical Shut Works,Medium,2022-10-11 08:00:00.000 +0800,9093,3,2022-10-06 00:00:00.000 +0800,0,false,,
15880,2022-09-19 14:25:11.507 +0800,2022-09-25 14:48:58.070 +0800,10584,,68,,Conduct 5-Why,Complete 5 why as to how dust got in the engine,High,2022-09-21 08:00:00.000 +0800,10969,3,2022-09-25 00:00:00.000 +0800,0,false,,
15888,2022-09-19 16:29:27.432 +0800,2022-09-27 11:04:35.814 +0800,10584,14,,,Review maintenance schedule for filter replacement,"High levels of dirt found, ensure the replacement frequency is suitable.",Medium,2022-10-03 00:00:00.000 +0800,10969,1,,0,false,,
15037,2021-09-08 02:28:42.000 +0800,2022-08-26 15:14:25.172 +0800,1378,,,,Complete third party audit of GTU system in accordance with AS 2759; Historical Sharepoint CB Id: 637,Complete third party audit of GTU system in accordance with AS 2759,Medium,2022-07-18 16:00:00.000 +0800,11150,3,,1,false,,
15486,2021-08-31 23:05:35.000 +0800,2022-08-26 15:13:30.163 +0800,1373,,,,Scope and plan installation of CV213 pan type rip detector; Historical Sharepoint CB Id: 631,Scope and plan installation of CV213 pan type rip detector,Medium,2022-07-14 16:00:00.000 +0800,540,1,,1,false,,
15870,2022-09-14 07:39:08.999 +0800,2022-09-28 13:07:49.001 +0800,10581,,65,,"Update maintenance strategy for the Y-piece, valves, and surrounding pipe sections",Determine appropriate maintenance strategy for Y-piece / common valves / straight sections at the GEHOs,Medium,2022-10-12 00:00:00.000 +0800,685,1,,0,false,,
15905,2022-10-11 09:14:39.937 +0800,2022-10-11 09:37:28.327 +0800,10597,,74,,Review idler health history,Check idler health history to determine if replacement was recommended,Low,2022-10-18 00:00:00.000 +0800,2,1,,0,true,2,2022-10-11 09:37:28.327 +0800
15902,2022-10-06 08:14:50.248 +0800,2022-10-11 09:38:09.561 +0800,10594,,73,,Test,Test,High,2022-11-03 00:00:00.000 +0800,2,1,,0,true,2,2022-10-11 09:38:09.561 +0800
15483,2021-07-10 10:55:27.000 +0800,2022-08-26 15:09:50.756 +0800,1435,,,,RCA723 - Organise installation of air relief vents in desands; Historical Sharepoint CB Id: 594,Organise installation of air relief vents in desands,Medium,2022-10-30 16:00:00.000 +0800,540,1,,1,false,,
15460,2020-12-30 05:45:48.000 +0800,2022-08-26 15:06:28.421 +0800,1419,,,,Install CV009 magnet to reduce frequency of metal detects; Historical Sharepoint CB Id: 484,Install CV009 magnet to reduce frequency of metal detects,High,2022-07-29 16:00:00.000 +0800,11691,1,,1,false,,
15476,2021-05-10 08:16:59.000 +0800,2022-08-26 14:58:16.195 +0800,1433,,,,Update the daily inspection PRT to include the correct gland water pressures; Historical Sharepoint CB Id: 554,Update the daily inspection PRT to include the correct gland water pressures,High,2022-08-25 16:00:00.000 +0800,13124,1,,1,false,,
15504,2022-04-05 04:26:58.000 +0800,2022-08-26 14:57:10.134 +0800,1389,,,,Create PRT for 26W Rotate Splitter Chute CH501; Historical Sharepoint CB Id: 773,Create PRT for 26W Rotate Splitter Chute CH501,Low,2022-07-29 16:00:00.000 +0800,2206,1,,1,false,,
15485,2021-08-24 03:50:57.000 +0800,2022-08-26 14:56:19.758 +0800,1371,,,,Ensure operating parameters of the CR001 and CR002 HPUs are the same; Historical Sharepoint CB Id: 620,Ensure operating parameters of the CR001 and CR002 HPUs are the same,Medium,2022-07-30 16:00:00.000 +0800,14084,1,,1,false,,
15510,2022-04-26 01:21:29.000 +0800,2022-08-26 14:54:11.541 +0800,1395,,,,Refurbishment / replacement of weighbridge section of rail with new sensors and sleeper repairs.; Historical Sharepoint CB Id: 797,Refurbishment / replacement of weighbridge section of rail with new sensors and sleeper repairs,Low,2022-09-30 16:00:00.000 +0800,8084,1,,1,false,,
15519,2022-05-17 04:55:41.000 +0800,2022-08-26 14:46:42.496 +0800,1365,,,,Update BOM to include underspeed sensor sub-components as required.; Historical Sharepoint CB Id: 820,Update BOM to include underspeed sensor sub-components as required,Low,2022-07-29 16:00:00.000 +0800,10818,1,,1,false,,
15512,2022-05-04 06:12:35.000 +0800,2022-08-26 14:39:43.843 +0800,1366,,,,Ensure compressor is replaced during CP22TL03 shutdown; Historical Sharepoint CB Id: 804,Ensure compressor is replaced during CP22TL03 shutdown,High,2022-07-30 16:00:00.000 +0800,13124,1,,1,false,,
15916,2022-10-14 13:31:56.018 +0800,2022-10-14 13:31:59.328 +0800,10600,,78,,Strip Motor,Have motor stripped for assessment and documented following RCA inspection report.,Medium,2022-10-21 00:00:00.000 +0800,11063,1,,0,false,,
15889,2022-09-20 09:49:09.195 +0800,2022-10-18 09:45:25.688 +0800,10585,,69,,"Raise a change request for the proposed changes to the H&B frame design 
","Raise a change request for the proposed changes to the H&B frame design 
",Medium,2022-11-15 00:00:00.000 +0800,540,1,,0,false,,
15879,2022-09-17 12:55:55.523 +0800,2022-10-18 12:26:17.910 +0800,10583,,67,,Investigate why Purchase order was cancelled,A transmitter was used in may and a purchase order was generated then cancelled to replace the stock. Find out why it wasn't escalated when PO was cancelled.,Medium,2022-11-15 08:00:00.000 +0800,9093,1,,0,false,,
15474,2021-05-10 00:42:04.000 +0800,2022-08-26 14:39:07.922 +0800,1360,,,,TL501 - Replace main hydraulic oil return line; Historical Sharepoint CB Id: 552,TL501 - Replace main hydraulic oil return line,Medium,2022-07-30 16:00:00.000 +0800,3163,3,,1,false,,
15517,2022-05-16 22:25:58.000 +0800,2022-08-26 14:33:30.990 +0800,1441,,,,Redesign CV010 brake mount to allow for greater alignment.; Historical Sharepoint CB Id: 818,Redesign CV010 brake mount to allow for greater alignment,Medium,2022-07-30 16:00:00.000 +0800,11150,1,,1,false,,
15518,2022-05-17 04:54:51.000 +0800,2022-08-26 14:33:01.812 +0800,1365,,,,Review spare stock holdings for underspeed sensor sub-components (bearings etc.); Historical Sharepoint CB Id: 819,Review spare stock holdings for underspeed sensor sub-components (bearings etc.),Medium,2022-07-29 16:00:00.000 +0800,10818,1,,1,false,,
15520,2022-05-17 04:59:42.000 +0800,2022-08-26 14:30:22.064 +0800,1365,,,,Raise PM02 for mechanical inspection of underspeed sensors.; Historical Sharepoint CB Id: 821,Prepare for the future - Assets and People ,Medium,2022-07-29 16:00:00.000 +0800,11150,1,,1,false,,
15521,2022-05-17 05:01:29.000 +0800,2022-08-26 10:17:17.410 +0800,1365,,,,Investigate alternative design for conveyor underspeed sensor shaft locking mechanism.; ,Historical Sharepoint CB Id: 822,Medium,2022-07-29 16:00:00.000 +0800,11150,1,,1,false,,
15881,2022-09-19 14:26:46.331 +0800,2022-09-20 13:46:03.531 +0800,10584,,68,,Follow up with OEM (GE),Get OEM response into the defect and failure modes observed,High,2022-09-26 00:00:00.000 +0800,10969,1,,0,false,,
15484,2021-08-24 03:49:25.000 +0800,2022-08-26 10:10:31.119 +0800,1371,,,,Schedule replacement of old HPUs on CR001 & CR002,Historical Sharepoint CB Id: 619,High,2022-08-18 16:00:00.000 +0800,4680,1,,1,false,,
15456,2020-11-08 22:39:59.000 +0800,2022-08-26 09:35:01.056 +0800,1335,,,,Check stocked inner hubs vs. drawings to confirm they're correct; Historical Sharepoint CB Id: 405,Check stocked inner hubs vs. drawings to confirm they're correct,Medium,2022-06-30 16:00:00.000 +0800,13124,1,,1,false,,
15710,2022-07-12 02:07:19.000 +0800,2022-08-26 08:14:26.000 +0800,10544,,,,Update PIMS/SAP with new drawing.; Historical Sharepoint Solomon Id 2552,,Medium,2022-08-30 16:00:00.000 +0800,5424,3,2022-08-01 08:00:00.000 +0800,1,false,,
15711,2022-07-26 03:51:54.000 +0800,2022-08-25 05:25:52.000 +0800,10549,,,,Follow up with Rotables team on the repair of VSD; Historical Sharepoint Solomon Id 2553,,High,2022-08-22 16:00:00.000 +0800,8700,3,2022-08-01 08:00:00.000 +0800,1,false,,
15871,2022-09-14 07:45:32.278 +0800,2022-09-28 13:07:49.009 +0800,10581,,65,,"Conduct a design review of the Y-piece, process and geometry",Holistic approach to possible failure mechanism,Medium,2022-09-21 00:00:00.000 +0800,685,1,,0,false,,
15686,2022-06-14 01:25:36.000 +0800,2022-08-24 02:19:00.000 +0800,1039,,,,"12 Monthly time based replacement strategy for all deck rails at bottom deck discharge end (SN201/SN202/SN203).; Historical Sharepoint Solomon Id 2528",,Medium,2022-10-29 16:00:00.000 +0800,206,1,,1,false,,
15732,2022-08-19 10:46:34.000 +0800,2022-08-19 10:46:34.000 +0800,531,,,,Investigate recent SK801 pilot core premature electrical failures; Historical Sharepoint Solomon Id 2574,,High,2022-09-29 16:00:00.000 +0800,217,1,,1,false,,
15731,2022-08-18 03:27:21.000 +0800,2022-08-18 03:27:21.000 +0800,1015,,,,Inspect KV Terra Nova conveyor trolley wheels; Historical Sharepoint Solomon Id 2573,,Medium,2023-03-30 16:00:00.000 +0800,5424,1,,1,false,,
15730,2022-08-18 03:11:29.000 +0800,2022-08-18 03:11:29.000 +0800,1015,,,,Inspect Firetail Terra Nova conveyor trolley wheels; Historical Sharepoint Solomon Id 2572,,Medium,2023-03-30 16:00:00.000 +0800,5424,1,,1,false,,
15729,2022-08-18 02:34:15.000 +0800,2022-08-18 02:34:15.000 +0800,10554,,,,Review the seal design from a labyrinth to a more robust contact sealing arrangement; Historical Sharepoint Solomon Id 2571,,Medium,2022-12-30 16:00:00.000 +0800,5424,1,,1,false,,
15728,2022-08-18 02:32:22.000 +0800,2022-08-18 02:32:22.000 +0800,10554,,,,Investigate motor location to determine if the is potential for environmental contamination (rain) and cover as necessary; Historical Sharepoint Solomon Id 2570,,Medium,2022-11-29 16:00:00.000 +0800,5424,1,,1,false,,
15654,2022-08-16 01:53:38.000 +0800,2022-08-16 01:53:38.000 +0800,10535,,,,Cap bogie adjustments to 380mm ; Historical Sharepoint Eliwana Id 215,,Medium,2022-08-29 16:00:00.000 +0800,6576,1,,1,false,,
15653,2022-08-16 01:53:05.000 +0800,2022-08-16 01:53:05.000 +0800,10535,,,,Develop logic to monitor tonnes in from CV901 vs weighed tonnes of Weighbridge ; Historical Sharepoint Eliwana Id 214,,Medium,2022-08-29 16:00:00.000 +0800,6576,1,,1,false,,
15869,2022-09-13 14:58:36.183 +0800,2022-10-11 09:38:05.143 +0800,10580,12,,,Test,Test,Medium,2022-10-11 00:00:00.000 +0800,2,3,2022-10-06 00:00:00.000 +0800,0,true,2,2022-10-11 09:38:05.143 +0800
15903,2022-10-06 08:15:54.424 +0800,2022-10-11 09:38:08.068 +0800,10594,15,,,Test,Test,High,2022-11-03 00:00:00.000 +0800,2,1,,0,true,2,2022-10-11 09:38:08.068 +0800
