"id","created","updated","action_id","user_id","comment"
81,2022-08-26 15:09:48.029 +0800,2022-08-26 15:09:48.029 +0800,15483,2,"26/05 RJ - Design work is ongoing. Priority AWE priority was to complete capital projects. This project will get picked up this month"
82,2022-08-26 15:10:13.112 +0800,2022-08-26 15:10:13.112 +0800,15481,2,RJ 15/09 : Feed spout and chute assenbly redesign is underway. preliminary design has been submitted by Bradken. 
83,2022-08-26 15:10:21.349 +0800,2022-08-26 15:10:21.349 +0800,15481,2,"Due date extension required for engineering and design activities to take place

15/11/2021 - As per schedule submitted by Bradken. due date extended to April 2022"
84,2022-08-26 15:10:31.262 +0800,2022-08-26 15:10:31.262 +0800,15481,2,"19/04/2022 - Bradken are unable to supply the required liners. Alloy Steel has been engaged to provide a proposal. Require funding approval to move forward with Alloy Steel. Due date extended to secure required funding, completed engineering, manufacture new liner package and carry out a trial."
85,2022-08-26 15:12:48.434 +0800,2022-08-26 15:12:48.434 +0800,15486,2,"2/11/2021 Tbestwick - Job planned for installation during CP22OP01 as a part of a larger capital project for pan type rip detection. CV213 still requires scoping. due date pushed to allow sufficient time to complete."
86,2022-08-26 15:12:57.141 +0800,2022-08-26 15:12:57.141 +0800,15486,2,"16/12/2021 DL Pantypes are being designed externally, expect to have drawings back around Jan-Feb
Scope and plan installation of CV213 pan type rip detector"
87,2022-08-26 15:13:03.065 +0800,2022-08-26 15:13:03.065 +0800,15486,2,"25/02/2022 MD - Drawings expected by early March, due date extended."
88,2022-08-26 15:13:12.508 +0800,2022-08-26 15:13:12.508 +0800,15486,2,"11/04/2022 MD - Vendor required site verification of dimensions which was completed in the OP02 shutdown. Waiting on final drawings."
89,2022-08-26 15:13:18.475 +0800,2022-08-26 15:13:18.475 +0800,15486,2,"10/05/2022 MD - CV213 pan type requires a custom design which is still in progress."
90,2022-08-26 15:13:25.451 +0800,2022-08-26 15:13:25.451 +0800,15486,2,"16/07/2022 MD - 3D scan completed during CP22OP03 shutdown."
91,2022-08-26 15:14:14.923 +0800,2022-08-26 15:14:14.923 +0800,15037,2,"24/01/2022 TB - Action needs to be completed during a shut down. Plan to complete in CP22OP03. Action extended to reflect"
92,2022-08-26 15:14:22.900 +0800,2022-08-26 15:14:22.900 +0800,15037,2,Existing PRT attached to tower type GTUs is inadequate. Australian standard AS2759 details maintenance requirements for GTU towers. Complete an audit of CV111 GTU tower in accordance with AS2759 to identify any existing defects. 
93,2022-08-26 15:14:52.420 +0800,2022-08-26 15:14:52.420 +0800,15487,2,"17/11/2021 DL Extended to allow time to confirm what parts are correct for each shuttle as there are disrepencies between what is installed on rotable spares and what is in service."
94,2022-08-26 15:14:58.480 +0800,2022-08-26 15:14:58.480 +0800,15487,2,"14/12/2021 SAP data collected. Extended to get feedback from rotables team about what direction they are giving to vendors for what brake models to install."
95,2022-08-26 15:15:05.973 +0800,2022-08-26 15:15:05.973 +0800,15487,2,"20/12/2021 DL Unable to complete due to higher priority action. Due date extended to comeplete review."
103,2022-08-26 15:19:43.942 +0800,2022-08-26 15:19:43.942 +0800,15490,2,"01/05/2022 MD - Information sent to Schenck, waiting for a response."
96,2022-08-26 15:15:17.895 +0800,2022-08-26 15:15:17.895 +0800,15487,2,"31/12/2021 DL  Brake  models catalogued in SAP are ""correct"" as per orginal drawings. Have contacted rotables team to find out what direction we are giving to refurb vendors on what brakes to use. as we have some different brakes installed to what is in SAP"
97,2022-08-26 15:15:25.317 +0800,2022-08-26 15:15:25.317 +0800,15487,2,"25/1/22 DL Still awaiting response from rotables, have followed up. Action extended"
98,2022-08-26 15:15:38.743 +0800,2022-08-26 15:15:38.743 +0800,15487,2,"15/2/22 DL: Rotables have responded, they currently direct vendors to replace motor breaks like for like.  They are investigating what directive has been given in the past. Still waiting for response. Due date extened, will follow up rotables."
105,2022-08-26 15:21:33.251 +0800,2022-08-26 15:21:33.251 +0800,15501,2,"13/03/22 - KH - Metso contacted for confirmation of design. Local support have agreed with short term solution and are awaiting feedback from European division to confirm specifications. Awaiting feedback prior to close out of action. Due date extended."
99,2022-08-26 15:15:48.422 +0800,2022-08-26 15:15:48.422 +0800,15487,2,"15/3/22 DL: Still no response from rotables. Have handed action over to MZ and TB. Due date extended"
100,2022-08-26 15:15:56.038 +0800,2022-08-26 15:15:56.038 +0800,15487,2,"14/4/22 DL: Still no response from rotables. Due date extended"
106,2022-08-26 15:21:43.386 +0800,2022-08-26 15:21:43.386 +0800,15501,2,"05/07/2022 - SW - Have followed-up with METSO numerous times for formal agreement on a long-term solution. Conversations have suggested the site modifications already made are sufficient long-term. METSO Europe factory is still working on long-term solution."
101,2022-08-26 15:16:03.854 +0800,2022-08-26 15:16:03.854 +0800,15487,2,"21/6/22 MZ: Still no response from rotables. Due date extended"
102,2022-08-26 15:17:25.736 +0800,2022-08-26 15:17:25.736 +0800,15490,2,"09/11/2021 MD - Need to work with Schenck to improve the design to reliably achieve 3 years service life."
104,2022-08-26 15:19:49.486 +0800,2022-08-26 15:19:49.486 +0800,15490,2,"19/07/2022 MD - Still waiting on Schenck's response, chased up."
131,2022-09-21 09:29:42.555 +0800,2022-09-21 09:29:42.555 +0800,15487,5867,"21/09/22 Time to be extended due to other priority tasks"
132,2022-09-21 09:30:29.334 +0800,2022-09-21 09:30:29.334 +0800,15503,5867,"21/09/22 Action to be extended due to other priority tasks"
133,2022-09-21 09:32:13.163 +0800,2022-09-21 09:32:13.163 +0800,15491,5867,"21/09/22 Action to be extended, 3rd party has been engaged to do a review of GTU upgrade "
134,2022-09-21 11:08:23.168 +0800,2022-09-21 11:08:23.169 +0800,15494,5867,"21/09/2022 MZ - Contacted OEM and discussed the typical stroke movement, the design of linear actuator fits for purpose.
The breakdown is caused by inadequate rebuild rather than design limitation. This action is closed."
135,2022-09-21 11:09:58.975 +0800,2022-09-21 11:09:58.975 +0800,15493,5867,"21/09/2022 MZ - Design has been completed, action extended  to execute the installation."
136,2022-09-21 11:19:38.531 +0800,2022-09-21 11:19:38.531 +0800,15480,5867,"21/09/2022 MZ - Action extended due to other priorities."
137,2022-09-21 11:20:11.271 +0800,2022-09-21 11:20:11.271 +0800,15488,5867,"21/09/2022 MZ - Action extended due to other priorities."
138,2022-09-21 11:20:20.915 +0800,2022-09-21 11:20:20.915 +0800,15489,5867,"21/09/2022 MZ - Action extended due to other priorities."
139,2022-09-21 11:24:42.347 +0800,2022-09-21 11:24:42.347 +0800,15467,5867,"21/09/2022 MZ - Action extended due to other priorities."
